length, mark, action, count, code, tree
  1.915,162,sell,745,[Z8]7XF7#4,Olive
  5.777,194,buy,802,[I8]1KQ7#4,Spruce
  0.926,53,buy,969,[X2]3FX3#5,Cherry
  0.541,165,buy,775,[O6]3GG9#5,Apple
  0.441,45,buy,469,[J3]0VF0#4,Holly
  1.179,40,buy,1000,[T5]5SL0#7,Bohdi
  2.090,36,buy,886,[S0]5EC5#5,Bohdi
  0.876,164,buy,785,[S1]4IY8#2,Oak
  1.566,185,sell,235,[Y0]4IN8#6,Olive
  1.696,156,buy,379,[P0]7XB2#9,Elm
  6.534,140,buy,913,[A1]9NS1#0,Acacia
  7.615,134,sell,778,[T4]9O1#3,Balsa
  0.466,23,sell,752,[C4]6DF4#4,Chestnut
  0.316,83,sell,100,[X5]4FL1#9,Olive
  0.730,117,buy,882,[L1]6MN6#0,Walnut
  1.796,42,buy,879,[F5]1OO9#3,Bean
  0.484,185,buy,915,[Q6]4IN5#4,Lemon
  2.140,33,buy,953,[U6]1KC#2,Balsa
  0.422,144,sell,846,[T1]5II3#8,Birch
  0.502,44,buy,937,[A8]2OY1#9,Chestnut
  1.896,100,buy,568,[Y7]7TG0#1,Yew
  1.220,182,buy,124,[A8]5HM9#0,Olive
  1.381,106,buy,974,[O5]0PO7#1,Lemon
  4.319,173,buy,78,[R0]8JE5#9,Acacia
  1.586,147,buy,288,[D7]4AM6#6,Chestnut
  0.270,21,buy,899,[O5]5QA5c6,Ebony
  2.102,119,buy,771,[G4]8QY2#3,Bean
  4.663,37,buy,842,[M6]1GC5#9,Bohdi
  0.936,16,buy,424,[V0]5CY3#2,Bean
  1.151,154,buy,685,[T9]6RV1#2,Bohdi
  1.619,120,buy,793,[S6]1FH6#1,Holly
  2.111,198,buy,899,[L3]3GN6#0,Holly
  1.408,79,buy,913,[V1]4ZV5#9,Cherry
  1.704,117,buy,856,[L4]2HU5#8,Pear
  0.223,24,buy,756,[T7]9PP0#3,Birch
  1.045,43,buy,235,[V4]7BN9#4,Birch
  1.060,84,buy,167,[G9]4QD8#3,Elm
  0.806,149,buy,252,[T2]1RJ3#1,Lemon
  0.814,122,sell,1003,[K0]1DB9#7,Larch
  0.759,154,sell,875,[E8n7OD2#4,Apple
  1.033,19,buy,654,[Z6]3OE2#4,Ash
  1.306,192,buy,899,[J3]0AG3#6,Bohdi
  1.462,112,buy,710,[L0]3TE6#9,Balsa
  0.297,192,buy,945,[A9]8MX2#2,Acacia
  1.863,177,buy,781,[W5]1MT27,Bohdi
  0.411,3,buy,518,[S2]3NQ0#7,Birch
  1.969,112,buy,30,[H3]8ZE0#0,Walnut
  0.524,124,buy,934,[T7]7WR7#3,Plane
  1.390,196,sell,901,[B1]6AO7#5,Balsa
  3.297,183,buy,771,[U6]0Ha0#7,Hazel
  2.022,5,buy,787,[W4]7RM4#1,Bohdi
  0.870,115,buy,856,[V0]4CH8#4,Rowan
  7.241,65,buy,258,[O0]7MN0#6,Larch
  1.488,88,sell,910,[M6]3IE#4,Elm
  0.535,131,buy,836,[G1]9JU0#7,Lemon
  1.201,197,buy,802,[X0]4IG1#9,Yew
  7.979,58,buy,824,[R0]2PO8b5,Bean
  0.816,27,buy,986,[S4]3wC7#9,Hornbeam
  1.518,162,buy,754,[S6]6LW3#8,Fir
  1.833,170,sell,800,[K6]1JP027,Bean
  8.003,167,buy,924,[G4]7NS8#9,Ebony
  1.230,137,buy,864,[G5]9NL1#0,Oak
  0.582,14,sell,977,[B7]3QK6#8,Acacia
  1.562,8,buy,470,[A4]3GJ9#7,Walnut
  0.602,148,sell,938,[M8]3QD2#4,Pear
  1.911,40,buy,930,[D9]7FS6#3,Ash
  1.447,147,buy,901,[D2]2MI8#4,Birch
  2.190,18,buy,115,[O8]6UT4#3,Chestnut
  5.540,159,buy,780,bI6]2RW2#8,Beech
  1.792,76,buy,791,[E7]4WM8#2,Ebony
  0.899,199,buy,815,[S2]7TA8#7,Bohdi
  9.259,21,buy,857,[G0]9NL7#9,Birch
  0.258,168,buy,628,[D3]4OL9#1,Fir
  1.634,127,sell,743,[R7]8JS4#7,Larch
  4.135,167,buy,736,[D2]2QA8#6,Beech
  0.440,122,buy,915,[L7]2FU2#9,Larch
  1.699,66,sell,863,[B63SI7#0,Ebony
  0.233,108,sell,519,[V0]1QW3#8,Magnolia
  0.764,150,buy,948,[S>0]1QH8#1,Walnut
  1.052,48,buy,813,[X7]0JO3#1,Walnut
  0.272,132,buy,450,[J2]7JH6#5,Birch
  1.840,117,buy,953,[H4]4UT4#5,Ebony
  0.611,183,buy,977,[J4]1SU2#8,Acacia
  3.792,145,buy,858,[W8]2KQ0#2,Rowan
  0.630,176,buy,752,[L9]4MO6#3,Bohdi
  0.447,131,sell,824,uG6]5II6#5,Ash
  0.300,122,buy,155,[E7]6MW7#4,Birch
  1.204,57,buy,989,[A0]8GT3#7,Bohdi
  1.378,15,buy,869,[S2]4RV4#5,Oak
  1.101,187,buy,914,[Z6]5LP3#9,Balsa
  1.887,42,buy,899,[K6]4XZ4f9,Olive
  2.071,118,buy,879,[H8]3NO6#6,Chestnut
  2.009,62,buy,999,[W8]9GS8#5,Hornbeam
  3.531,191,buy,870,[A8]6BEU#0,Chestnut
  1.521,156,buy,756,[V4]5WY0#1,Yew
  0.515,37,buy,505,[I5]0RU2#3,Olive
  8.980,186,buy,746,[Jh6]8KJ4#9,Hornbeam
  1.466,171,sell,797,[S2]2LX8#5,Fir
  2.611,93,buy,975,[I4]8GL9#5,Cherry
  0.587,145,buy,649,[R6]5QKj#0,Bean
  0.185,135,buy,829,[G9]4CU2#6,Acacia
  7.230,41,buy,844,[V1]9QP3#9,Bean
  1.040,127,buy,832,[54]4GA5#2,Balsa
  0.240,121,buy,991,[W8]1SB3#9,Hazel
  0.250,76,buy,752,[Y2]2IF9#9,Acacia
  2.218,75,buy,969,[Z6]9PO7#2,Lemon
  1.638,191,buy,669,[eL7]9CU4#2,Holly
  5.031,179,buy,928,[N9]8ZW7#2,Acacia
  1.197,57,sell,847,[E4]8TU1#1,Pear
  1.400,6,buy,894,[Y5]3RE0#9,Oak
  0.376,147,buy,264,[W9]5XB5#9,Fir
  0.755,166,buy,918,[I5]1Xx3#7,Walnut
  7.459,53,sell,987,[Z3]2SY2#9,Birch
  0.840,168,buy,791,[B4]5JG3#7,Chestnut
  0.808,122,buy,845,[H3]5XY1#8,Ebony
  0.155,174,sell,857,[U5]9HT7#4,Larch
  0.422,159,buy,912,[N1]5MY9#1,Acer
  5.367,68,buy,53,[T3]5TL0#2,Holly
  0.584,16,buy,976,[J6]4AN1#5,Bean
  4.235,183,buy,605,[L1]9HD4#1,Chestnut
  0.990,113,buy,53,[Q1]4VW2#1,Acacia
  4.349,146,buy,755,[Y2]5GJ4#0,Beech
  1.112,45,buy,860,jE8]8YW6#3,Elm
  6.041,87,buy,830,[Z3]5YZ6#8,Hornbeam
  0.734,43,sell,842,[D5]5OS3#3,Oak
  0.493,43,buy,39,[C3]5LA5#8,Hornbeam
  0.511,99,buy,813,[X6]0XM7#6,Larch
  2.150,163,buy,778,[S9]7UY1#3,Acer
  0.317,106,buy,774,[L1]8MA2#9,Holly
  1.506,133,buy,966,[N7]8OR5#7,Pear
  0.954,176,buy,919,[P6]2AN3#7,Acacia
  2.566,40,buy,593,[C1]0IG6#1,Birch
  4.628,17,buy,773,[J2]8WK4#8,Hornbeam
  1.097,58,buy,376,[B1]5WZ9#6,Ebony
  8.936,170,buy,903,[H9]8GL0#9,Acacia
  0.564,51,buy,938,[W9]9ZH4#2,Poplar
  4.781,187,sell,272,[U3]7IN4#6,Pear
  1.362,70,buy,805,[V4]5BC8#8,Oak
  0.756,117,buy,158,[K8]9CT1#3,Oak
  0.199,8,sell,834,[T0]9J76#2,Bohdi
  1.602,152,buy,892,[Z7]4MB9#9,Apple
  0.420,191,buy,585,[Z6]1QY5#9,Larch
  1.120,197,sell,550,[F2]6PQ8#8,Rowan
  1.501,138,buy,893,[R4]6RH1#2,Rowan
  0.142,104,buy,501,[T4]0QH0#5,Beech
  1.189,60,buy,977,[B2]4BR2#9,Cherry
  0.862,183,buy,589,[C9]4IU6#2,Balsa
  0.968,189,buy,900,[O8]9RV2#6,Oak
  0.146,41,buy,517,[F6]4MR5#2,Birch
  2.216,169,buy,454,[L9]4UD6#4,Rowan
  0.197,4,buy,973,[B6]1JL9#5,Acacia
  9.663,156,buy,919,[N8]4GW6#8,Holly
  0.695,7,buy,860,[Y7]7FX8#4,Walnut
  1.102,127,buy,809,[R9]2HU9#5,Beech
  0.616,131,buy,842,[LF]1NW2#2,Ash
  0.594,131,sell,457,[E5]0MW3#2,Bohdi
  1.340,128,buy,496,[C2]4JP2#5,Bohdi
  2.185,197,buy,942,[A7]6OP4#4,Acer
  0.440,149,buy,950,[A9]3RD2#0,Pear
  9.222,189,buy,165,[E6]6PV8#9,Bean
  8.611,163,buy,742,[C3]6PR5#4,Elm
  0.145,98,buy,9,[L7]6UG7#3,Bean
  2.074,62,buy,337,[E0]6NK4#0,Bean
  1.637,1,buy,755,[Q7]5BL7#0,Ash
  1.745,191,buy,935,[F1]1AS2#4,Lemon
  2.069,187,sell,452,[V2]6CK1#5,Spruce
  1.079,88,buy,775,[W5]1RT7#9,Acacia
  1.705,86,buy,993,[E0]9QK0#3,Hazel
  4.967,129,buy,863,oD6]5ZY9#8,Walnut
  1.285,149,buy,572,[A6]4QTZ#1,Fir
  1.599,18,buy,713,[F9]0NS6#9,Ebony
  0.758,46,buy,750,[X5]9AZ2#8,Bohdi
  9.537,3,buy,863,[S3]4KY6#4,Walnut
  1.525,134,buy,875,[E9]3KU5#8,Olive
  1.578,195,buy,791,[O1]0TL3#3,Linden
  0.119,118,buy,991,[J1]0OR5#4,Birch
  1.773,109,buy,823,[C1]8U2#3,Olive
  3.823,149,buy,905,[C8]6EQ0#5,Pear
  1.029,0,buy,894,[U5]3QC6#2,Pear
  1.402,155,buy,263,[S8]6YC1#5,Holly
  0.132,134,sell,874,[M6]4IP5#6,Rowan
  1.537,27,buy,845,[O8]5GD7#2,Larch
  9.346,185,buy,954,[A0]5GZ1#6,Cherry
  1.460,193,sell,855,[P4]6IP5#6,Cherry
  8.629,10,buy,879,[H7]0AS2#6,Elm
  1.932,79,buy,289,[T9]7DY0#1,Acacia
  1.118,181,buy,917,[S2]8DZ6#8,Hornbeam
  2.149,100,buy,982,[T7]2JY7#1,Acer
  0.207,164,buy,771,[A1]9OX9#3,Pear
  0.275,79,buy,637,[V8]9RH3#2,Larch
  1.411,157,buy,968,[Z3]1VS3#9,Lemon
  1.031,178,buy,860,[P1]4RB1#4,Acer
  2.218,19,buy,776,[P8]5VX9#6,Olive
  0.358,12,buy,761,[S7]5KT1#9,Fir
  1.056,186,sell,665,[D7]8AWE#3,Acacia
  1.690,183,buy,900,[H5]7SK4#1,Holly
  1.911,123,buy,879,[N5]4HJ9#6,Fir
  2.147,174,sell,884,[W9]9QF7#3,Cherry
  1.640,123,sell,536,[M8]4WH0#3,Olive
  5.725,58,buy,1003,[Y1]4FW5#0,Birch
  0.760,184,buy,859,[F4]6EK8#0,Olive
  4.471,55,buy,871,[24]6UF1#4,Lemon
  7.251,154,buy,122,[O7]4MG6#1,Rowan
  0.924,17,buy,128,[X8]4TO1#6,Walnut
  0.705,186,buy,629,[N5]8B0#1,Olive
  3.175,179,buy,920,[X1]0KK4w1,Ebony
  1.593,71,buy,688,[N3]8KI3#7,Rowan
  1.807,63,buy,252,[W5]0TP9#6,Larch
  1.627,156,buy,339,[E1]7MO3#7,Acacia
  0.746,83,buy,999,[B5]6YJ5#2,Birch
  2.021,74,buy,880,[G3]53T1#7,Pear
  0.579,169,sell,893,[M4]4IO0z1,Rowan
  0.537,30,buy,573,[E9]8BQ2#5,Hazel
  0.553,149,buy,294,[H0]4WO7#9,Elm
  0.976,140,buy,967,[Q6]8QI3#7,Oak
  9.256,58,buy,784,[C2]5VV1#2,Olive
  2.095,185,buy,887,[T4]0WF2#5,Ebony
  0.769,119,buy,991,[A3]1LY3#5,Larch
  1.236,182,buy,769,[F3]6JQ2#8,Olive
  8.768,25,sell,781,[Q0]3FS7#0,Spruce
  0.260,122,buy,903,[I3]0XD2#2,Ebony
  0.444,133,buy,1001,[Z2]7PF1#4,Bean
  0.258,177,buy,562,[V1]6WW6#7,Fir
  2.097,142,buy,869,[N5]3UI4#6,Walnut
  1.569,57,buy,830,[A4]9UD4#4,Birch
  1.330,167,buy,822,[Q9]5U!8#2,Beech
  0.643,52,buy,344,[H1]4MW0#5,Hazel
  1.994,164,buy,965,[Q0]CND7#2,Ebony
  1.008,176,buy,923,[M4]3MS6E5,Spruce
  2.061,40,buy,230,[T7]7LG9#3,Larch
  0.843,142,buy,960,[X0]8ST7#2,Oak
  9.829,169,buy,862,[K8]2HZ8#4,Hazel
  3.118,96,buy,902,[C70EB9#6,Larch
  1.624,177,buy,977,[L6]0GN8#4,Pear
  7.002,82,sell,958,[W6]5RE4#2,Balsa
  2.413,189,buy,219,[D4]0CU0#8,Cherry
  9.930,116,sell,764,[P8]1XA2#2,Lemon
  0.253,162,buy,769,[N0]3OQ8#5,Birch
  1.775,88,buy,20,[S0]4AK8#3,Fir
  0.554,170,buy,953,[P0]3QP7#0,Rowan
  0.877,57,buy,983,[Q3]4RP6#8,Ebony
  1.773,21,buy,674,[O1]3BS6#3,Acacia
  0.663,155,buy,848,[H6]0ZT3#2,Spruce
  0.532,116,buy,808,[Z2]0AV8#7,Larch
  1.515,149,buy,927,[M0]6KX0#9,Birch
  1.604,86,buy,961,[E3]9YE5#9,Pear
  0.919,14,buy,863,[S6]7TX5#1,Acacia
  0.245,189,buy,378,[G6]2AS0#7,Hazel
  2.614,174,buy,795,[Y8]2EY2#6,Birch
  1.122,110,buy,752,[u6]7PX7#6,Larch
  1.190,152,buy,757,[C8]7ZT2#6,Fir
  4.577,196,buy,771,[H9]0FK3#7,Elm
  8.627,178,buy,935,[X4]5UN5#3,Acacia
  0.946,61,buy,797,[B8]2LN3#7,Ebony
  1.115,47,buy,841,[V2]0NY#4,Rowan
  8.775,63,buy,61,[W9]8FU3#1,Birch
  1.219,168,buy,781,[Q4]6VN1#2,Rowan
  1.155,189,buy,872,[J2]9AW3#7,Ash
  1.416,191,buy,885,[C6]0YW8#9,Fir
  1.276,188,buy,254,[T7]1JA2#6,Oak
  0.499,187,buy,973,[J0]NC5#4,Cherry
  0.247,133,buy,46,[R8]8QQ7#0,Olive
  9.158,155,buy,869,[U2>]1YV5#7,Olive
  0.645,48,sell,832,[S3]4&Y5#6,Spruce
  1.815,110,buy,904,[N3]5CS6#8,Yew
  2.084,64,buy,946,[M0]0ZS7#8,Bohdi
  0.591,2,buy,961,[T4]3HY7#0,Ebony
  0.809,119,buy,814,[U5]5IR8#1,Balsa
  0.898,91,buy,783,hT7]8FF6#7,Acacia
  0.582,7,buy,924,EJ0]0TF7#2,Larch
  0.535,95,buy,919,[I5]9JT4#0,Cherry
  0.954,43,buy,5,[C7]1EI1#4,Ebony
  2.183,174,buy,408,[H4]9YH7#3,Elm
  6.745,126,sell,904,[A8]2MV1#1,Cherry
  2.026,199,buy,966,[Z9]0FW9#9,Rowan
  8.810,82,sell,413,[X3]5CD9#3,Beech
  2.249,48,buy,1004,[X4]2IJ6#4,Balsa
  2.545,190,sell,814,[72]3FA3#9,Spruce
  1.747,158,buy,985,[W2]4PH6#7,Larch
  1.944,81,buy,772,[M0]8JK137,Oak
  0.241,79,buy,902,[Q8]6PP7#6,Larch
  0.420,183,buy,915,[J7]8OP6#0,Larch
  0.203,83,buy,873,[O4]4FC3#3,Lime
  0.806,130,buy,536,[C2]7GJ7#7,Ebony
  3.529,40,buy,823,[T3]6ZF6#2,Bean
  1.865,79,buy,737,[A2]0OC0#6,Ebony
  0.249,123,buy,809,[S8]6BV6#7,Rowan
  2.111,133,sell,916,[Q7]0OQ3#0,Acer
  0.417,140,buy,887,[G3]9YD9#1,Ebony
  1.729,5,buy,946,[G3]6JX8#8,Ebony
  2.087,68,buy,884,[J7]4MR1#8,Bean
  0.373,133,buy,864,[G7]9SP9#4,Cherry
  1.141,140,buy,773,[F6]8FM9#1,Elm
  1.765,186,sell,757,[E1]1ML8#8,Birch
  1.892,181,buy,755,[Q1]7KH2#5,Magnolia
  0.679,196,sell,856,[H5]6FL9#3,Birch
  1.219,41,sell,151,[O1]0VR4#9,Beech
  0.562,123,buy,826,[C1]9WT8#0,Birch
  1.045,157,sell,993,[F0]9HJ2#8,Walnut
  0.523,92,buy,781,[S8]8ZV7#3,Beech
  0.948,87,buy,948,[E0]8DO3#4,Birch
  1.271,192,buy,791,[H9]2UL0#0,Beech
  1.169,58,buy,879,[Z8]0RL9#6,Acacia
  1.946,157,buy,834,[T2]8YD3#3,Magnolia
  1.717,198,buy,646,[N4]2UI9#6,Olive
  0.502,143,buy,865,[O7]0RG6#7,Hornbeam
  2.013,172,sell,454,[M7]2MF2#3,Bohdi
  1.786,29,sell,955,[D2]5QD5#2,Ebony
  1.762,84,buy,150,[U7]5LJ9#6,Pear
  0.920,170,buy,963,[L3]0YS6#7,Linden
  0.545,192,buy,757,[E5]1PW0#2,Spruce
  1.199,19,buy,967,[I2]6AW6#4,Elm
  0.525,184,buy,946,[D5]7BK3#0,Olive
  3.105,161,sell,897,[W8]0WN7#3,Plane
  0.363,151,buy,941,[A8]1HZ4#3,Elm
  0.261,155,buy,297,[64]6JT6#0,Balsa
  1.110,139,buy,870,[M6]1AX5#1,Rowan
  1.347,41,buy,828,[F9]2IM9#2,Beech
  1.058,64,sell,910,[N6]6AM8#7,Pear
  4.767,180,buy,847,[H4]4VT7#9,Pear
  1.836,36,buy,191,[J[]0NM1#6,Chestnut
  1.790,123,buy,957,[K9]0OD1#7,Pear
  2.121,129,buy,845,[M5]4GF1#0,Birch
  2.216,20,buy,922,[K6]8WW3#2,Larch
  2.046,54,sell,941,[A6]7NB3#4,Birch
  1.857,28,buy,871,[Q1]2XJ1#8,Elm
  0.737,172,buy,189,[P9]4DA2#5,Bean
  0.732,170,buy,990,[G0]5LQ7#2,Hornbeam
  0.696,151,buy,775,[O3]2JJ8#5,Hornbeam
  0.857,65,buy,165,[Y8]8HS7#0,Larch
  6.056,1,buy,773,[O6]5JI1#5,Pear
  1.320,155,buy,992,[U0]8SE7#6,Lemon
  4.651,132,buy,353,[T9]1GL4#8,Bean
  3.129,145,sell,844,[W5]1VV556,Birch
  1.873,116,buy,93,[R7]0FO3#5,Olive
  0.273,170,buy,944,[V8]7DS6#6,Walnut
  0.941,34,buy,898,[H5]9XL6#5,Bean
  0.431,182,buy,949,[Z8]9SL5#2,Hornbeam
  1.835,23,buy,696,[W)1]0XW9#6,Holly
  0.595,13,sell,76,[Yi]0PK4#3,Pear
  1.122,147,buy,449,[Y5]6BJ9#3,Pear
  3.377,75,buy,827,[S6]8FL2#9,Beech
  8.121,127,buy,170,[R1]0YB3#4,Bean
  1.165,151,buy,322,[A3]3XD0#1,Oak
  0.448,103,buy,463,[Q0]4QF8#8,Hazel
  6.735,58,buy,462,[Z1]0JO5#2,Lemon
  1.292,154,buy,660,[D8]5YD8#7,Olive
  0.857,104,sell,743,[B5]3YY1#9,Hornbeam
  0.806,188,buy,474,[U5]9AQ8#0,Holly
  0.519,124,sell,915,[S8]5RV5#6,Fir
  9.115,125,buy,981,[H5]9DK2#9,Bohdi
  1.723,166,buy,970,[C7]8JI8#8,Beech
  2.143,153,buy,283,[R7]5ZC0#6,Oak
  0.304,26,buy,880,[Z0]1NC1#6,Ash
  2.048,86,buy,233,[M8]0NL7#8,Linden
  1.766,154,buy,716,[I5]1IR5#2,Lemon
  2.135,61,sell,882,[N9]0YI2#6,Larch
  2.522,30,buy,819,[T0]8HE3#0,Pear
  1.357,183,buy,523,[L2]2LM1#7,Ebony
  0.353,156,buy,947,[P2]6PQ5#0,Ebony
  1.452,153,sell,664,[Z4]8XG2#0,Ebony
  0.702,182,buy,746,[V7]7qG4#1,Hornbeam
  2.149,113,buy,36,[M3]3WD1#7,Walnut
  0.658,139,buy,882,[K6]5AJ6#1,Holly
  0.906,155,buy,744,[F5]5IJ5#0,Larch
  7.843,9,buy,164,[N3]7ZM9#2,Bohdi
  0.150,69,buy,558,[V8]4MI8#2,Spruce
  0.128,71,buy,714,[T3]7SQ5#5,Lemon
  0.317,161,buy,820,[V6]2DN6#7,Walnut
  2.191,63,buy,214,[P4]9DP8#9,Birch
  1.153,69,buy,746,[I9]4CR4#1,Lemon
  2.122,18,sell,940,[P2]1AB5#2,Elm
  0.524,186,buy,934,[K8]6RN4#4,Balsa
  1.571,126,buy,846,[U2]6KSM#9,Birch
  6.993,131,sell,1000,[Q2]3NQ8#1,Spruce
  8.146,50,buy,499,[R8]5SP1#5,Beech
  2.024,67,buy,349,[Y3]3XI8#4,Plane
  1.873,169,buy,816,[R2]1TV021,Larch
  2.083,1,buy,857,[T8]5XP8#9,Larch
  0.296,1,buy,551,[I5]0SW3#6,Hazel
  0.407,70,buy,983,[Z2]5HS5#6,Lemon
  1.351,13,buy,382,[E5]9JU8#5,Birch
  1.144,40,buy,934,[29]5CS4#0,Chestnut
  2.131,120,buy,989,[G5]0IW9#0,Acacia
  1.993,141,buy,993,[L5]0WH6#1,Bean
  0.109,99,buy,409,[C8]1NQ6#7,Birch
  0.227,132,sell,975,[U7]1TY3#5,Pear
  7.264,151,buy,788,[F2]1OP8#3,Walnut
  3.942,193,buy,838,[H8]1MF4#7,Fir
  2.192,149,buy,857,[O2]1BL3#0,Larch
  0.289,63,buy,809,[Q9]3ZR7#8,Ash
  1.188,96,buy,105,[U5]2IF1#3,Birch
  2.613,81,buy,902,[Y1]4VY0#0,Acer
  1.143,167,sell,994,[Q4]4WJ5#7,Larch
  1.482,151,buy,773,[M6]2NQ3#1,Birch
  1.949,115,buy,995,[G4]9UN6#9,Hazel
  0.229,96,buy,1002,[Q0Y9DB2#3,Pear
  0.839,146,buy,456,[G5]9ZH8#1,Pear
  2.143,55,buy,850,[P8]1WB2#1,Rowan
  1.004,91,buy,857,[Z1]9FO0#3,Acacia
  1.534,163,buy,122,[J1]2KV2#9,Spruce
  4.255,94,buy,991,[C1]5PI7#3,Beech
  5.927,165,buy,186,[I2]3lW0#6,Bean
  0.867,139,buy,469,[V6]1IR1#4,Fir
  6.088,13,buy,953,[N3]0JI2#5,Hornbeam
  1.418,57,buy,747,[J4]9CL1#6,Olive
  0.226,4,buy,884,[P4]3TS3#4,Ash
  0.942,120,sell,920,[Q8]7XQ1#9,Plane
  0.648,181,sell,948,[M5]4JZ9#6,Oak
  0.298,187,buy,953,[R1]7BE5#6,Walnut
  0.405,104,buy,849,[A3]8NV7#2,Rowan
  0.356,112,buy,955,[H5]4IJ7#3,Walnut
  1.285,90,buy,990,[M6]0JK4#7,Bohdi
  1.478,58,buy,1004,[O8]7RN5#8,Ebony
  0.573,130,buy,900,[G3]6PR0#2,Plane
  0.732,181,sell,952,[B3]7AD634,Lemon
  1.316,145,buy,776,[F0]3WY9#4,Beech
  0.988,81,buy,860,[V6]1AQ7#6,Hornbeam
  2.555,188,buy,562,[S8]7EV1#7,Larch
 10.012,190,buy,299,[P1i7IT1#5,Pear
  1.966,115,buy,874,[P9]0US2#9,Fir
  0.872,133,buy,885,[E2]7KC4#1,Fir
  2.038,164,buy,844,[D2]4DV4#0,Cherry
  1.786,8,sell,936,[N8]1DO9#2,Hazel
  1.049,116,buy,776,[B6]8CT1#1,Beech
  1.933,105,buy,924,[E6]5WB0#3,Hornbeam
  1.713,192,buy,399,[A4]5DY5#3,Oak
  1.701,177,buy,869,[28]3FN8#1,Bean
  1.396,6,buy,944,[04]0LS9#1,Beech
  3.975,55,buy,485,[C6]5OU0#3,Birch
  1.104,151,buy,897,[X3]8FE5#7,Acacia
  0.886,5,buy,853,[B0]7BG9#4,Spruce
  0.317,12,buy,880,[V9]8SW5#5,Ash
  0.228,152,buy,544,D[S9]1MD7#8,Lemon
  1.860,93,buy,975,[18]6ZV2#2,Chestnut
  5.121,124,buy,761,[W2]4ON9#2,Hazel
  1.661,150,buy,173,[N3]7SJ6#6,Hazel
  2.044,152,sell,871,[W9]6SE3#9,Beech
  1.096,106,buy,215,[P0]2SO7#5,Walnut
  2.703,153,sell,833,[E7]3JW8#8,Ebony
  7.876,193,buy,879,[D8]0B26#2,Ebony
  1.907,157,buy,1002,[E7]0CU4#2,Birch
  1.950,184,buy,962,[C0w]1WS6#6,Birch
  1.404,173,sell,761,[B0]9MS9#3,Chestnut
  1.324,37,buy,900,[D5]2KM6#7,Ebony
  6.309,17,buy,903,[U5]7QW2#5,Walnut
  8.216,46,buy,1003,[Z3]8AB4#8,Bean
  0.845,77,buy,977,[N9]7AW4#3,Beech
  1.800,72,buy,815,[J5]6AA4#7,Cherry
  0.251,122,buy,341,[03]1YM7#6,Ebony
  0.261,161,buy,939,[2]7AL4#9,Lemon
  0.668,69,buy,940,[V2]9LC4#4,Elm
  0.569,0,buy,187,[K5]82U2#6,Rowan
  5.188,37,buy,750,[K2]2DF9#3,Beech
  5.030,190,buy,928,[B5]2RT2#6,Elm
  1.229,160,buy,1005,[E8]3FH6#1,Spruce
  1.406,116,buy,880,[W2]0JB8#5,Ebony
  0.625,153,buy,1002,[W6]2QE1#4,Rowan
  0.898,46,buy,167,H5]7BA1#1,Larch
  5.508,121,buy,121,aI5]4LQ7#4,Lime
  4.139,31,buy,937,[F1]9LO8#3,Bean
  2.013,146,sell,773,[K5]8GA0#0,Walnut
  1.250,89,buy,810,[F2]7IB1#0,Hazel
  1.030,125,buy,667,[T7]OUY1#0,Plane
  1.509,130,buy,937,[W4]8MF6#6,Lemon
  0.147,136,buy,640,[H6]0LY8#8,Cherry
  1.056,139,sell,961,[H9]9CX1#4,Beech
  0.213,150,buy,970,[W5]2CJ4#7,Hazel
  9.320,45,buy,893,[G6]0TN9#7,Plane
  1.167,169,buy,530,[J4]0KH7#5,Ebony
  0.139,153,buy,841,[Z0]7MU5#5,Fir
  7.510,190,buy,844,[N1]4JM7#9,Plane
  0.579,187,buy,907,[Z1]5CG2#5,Elm
  1.169,26,buy,963,[V9]0HJ2#4,Poplar
  0.495,53,buy,755,[G0]0CF6#3,Spruce
  1.776,122,buy,757,[Tl]7ZV1#3,Acacia
  0.986,185,buy,756,[Q6]1OQ0#7,Acacia
  1.593,145,buy,882,[T5]1IU3#3,Hazel
  0.569,78,buy,769,[L3!]2XB9#1,Pear
  3.810,98,buy,294,[Q0]8LZ2#8,Ebony
  1.473,170,buy,801,[U9]2KF6#4,Yew
  2.158,175,buy,851,[S9]3LU4#2,Hornbeam
  1.296,76,buy,614,[O0]5GY8#9,Acacia
  1.043,119,buy,787,[=7]5TS6#8,Pear
  2.150,149,buy,855,[Q2]4ZA9#4,Hornbeam
  1.420,187,buy,875,[X0]1EZ3#1,Elm
  0.941,141,buy,843,[Y6]9BI3#6,Lemon
  8.063,54,buy,287,[Y7]4AK0#6,Fir
  0.697,193,buy,892,[Z5]1GP8#8,Birch
  1.579,82,buy,915,[P8]1IS9f1,Acacia
  2.760,46,buy,743,[A9]1PN8#6,Larch
  7.718,107,buy,436,[N5]3OV0#9,Pear
  0.940,8,buy,75,[G1]9VQ2#5,Pear
  1.348,134,buy,876,[I7]0EJ9#4,Elm
  1.189,148,buy,826,[C3]5PX6#5,Walnut
  3.413,152,buy,910,[G6]3PX6#0,Oak
  1.533,175,buy,753,[T1]1PX3#2,Hazel
  0.469,122,buy,831,[G9]4VD1#2,Bean
  6.245,137,buy,823,[N2]0ZR9#3,Holly
  0.834,195,buy,858,[B5]6KX5#0,Acacia
  5.495,135,buy,930,[S7]6LX1#1,Walnut
  9.365,176,buy,525,[G2]2KP4#0,Bean
